StockCode,ProductDescription,TotalRevenue,TotalQuantity,InvoiceCount,RevenueRank,QuantityRank,InvoiceRank
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,553.01,475,93,2138.0,1794.0,1606.0
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,82,2135.0,1836.0,1725.5
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,264.46999999999997,92,26,2591.0,2726.0,2655.5
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,332.14,186,29,2462.0,2377.0,2577.0
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,255.0,144,12,2607.0,2519.0,3077.0
84963A,PINK PAINTED KASHMIRI CHAIR,171.8,4,1,2798.0,3698.0,3837.0
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,2866.0,3743.0,3837.0
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3139.2999999999997,267,98,767.0,2161.5,1558.0
84968B,SET OF 16 VINTAGE IVORY CUTLERY,25.5,2,2,3509.5,3800.5,3698.0
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.99,317,104,683.0,2061.0,1479.0
84968D,SET OF 16 VINTAGE RED CUTLERY,1661.47,157,55,1206.0,2483.5,2084.5
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1522.53,132,44,1290.0,2560.0,2264.0
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1905.68,177,65,1105.0,2407.5,1952.5
84968a,SET OF 16 VINTAGE ROSE CUTLERY,125.32999999999998,5,3,2948.0,3653.0,3589.0
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,3,3145.0,3743.0,3589.0
84968e,SET OF 16 VINTAGE BLACK CUTLERY,200.21,8,6,2718.0,3563.5,3376.5
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.49,1,1,3511.0,3874.5,3837.0
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,929.0,1687.0,772.0
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6411.52,6064,457,398.0,195.0,221.5
84970S,HANGING HEART ZINC T-LIGHT HOLDER,7650.3099999999995,8879,537,314.0,103.0,160.0
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,418.98,201,50,2329.0,2326.0,2154.5
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.49,238,66,2221.0,2233.0,1938.5
84971S,SMALL HEART FLOWERS HOOK ,1540.4499999999998,1761,172,1280.0,823.0,940.5
84971l,LARGE HEART FLOWERS HOOK   ,4.92,2,1,3828.0,3800.5,3837.0
84974,S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,39,28,2376.0,3063.0,2601.0
84975,HEART SHAPED MIRROR,8.45,5,2,3755.0,3653.0,3698.0
84976,RECTANGULAR SHAPED MIRROR,446.15000000000003,512,37,2289.0,1743.0,2398.0
84977,WIRE FLOWER T-LIGHT HOLDER,1.25,1,1,3904.0,3874.5,3837.0
84978,HANGING HEART JAR T-LIGHT HOLDER,16453.78,12493,728,119.0,53.0,84.5
84984A,GREEN PEONY CUSHION COVER,88.35,19,6,3087.0,3313.0,3376.5
84984B,RED PEONY CUSHION COVER ,79.05,17,5,3123.5,3344.0,3437.0
84984D,ORIENTAL RED CUSHION COVER ,60.45,13,4,3234.0,3425.5,3506.0
84985A,SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18,3239.0,3040.5,2879.5
84987,SET OF 36 TEATIME PAPER DOILIES,4471.17,3051,334,568.0,458.0,405.0
84988,SET OF 72 PINK HEART PAPER DOILIES,6671.25,4311,510,383.0,305.5,182.0
84989A,75 GREEN FAIRY CAKE CASES,14.85,27,17,3651.5,3195.0,2907.5
84989a,75 GREEN FAIRY CAKE CASES,87.51,42,25,3091.0,3032.5,2686.0
84990,60 GOLD AND SILVER FAIRY CAKE CASES,1.1,2,2,3908.0,3800.5,3698.0
84991,60 TEATIME FAIRY CAKE CASES,9169.97,18189,828,256.0,23.0,66.0
84992,72 SWEETHEART FAIRY CAKE CASES,6532.78,13319,615,388.0,44.0,122.0
84993A,75 GREEN PETIT FOUR CASES,159.69,343,55,2835.0,2007.0,2084.5
84993B,75 BLACK PETIT FOUR CASES,24.36,58,18,3531.0,2912.0,2879.5
84993a,75 GREEN PETIT FOUR CASES,26.56,32,19,3499.0,3135.5,2848.5
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,9933.880000000001,2573,260,231.0,545.0,576.5
84997B,CHILDRENS CUTLERY RETROSPOT RED ,16045.970000000001,4214,370,125.0,311.0,337.5
84997C,CHILDRENS CUTLERY POLKADOT BLUE,14497.03,3783,335,133.0,360.0,402.0
84997D,CHILDRENS CUTLERY POLKADOT PINK,19728.2,5103,473,93.0,244.0,204.0
84997a,CHILDRENS CUTLERY POLKADOT GREEN ,878.74,106,65,1742.0,2654.0,1952.5
84997b,CHILDRENS CUTLERY RETROSPOT RED ,3052.92,364,67,776.0,1967.5,1928.0
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2374.44,284,62,935.0,2132.0,1993.0
84997d,CHILDRENS CUTLERY POLKADOT PINK,2657.79,319,73,871.0,2057.0,1851.5
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9,3255.0,2931.0,3204.5
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8,3198.0,3425.5,3262.0
85014A,BLACK/BLUE POLKADOT UMBRELLA,6678.72,1163,278,381.0,1129.0,521.0
85014B,RED RETROSPOT UMBRELLA,10952.2,1910,350,203.0,755.0,375.5
85014a,BLACK/BLUE POLKADOT UMBRELLA,225.32000000000002,18,14,2669.0,3328.5,3006.0
85014b,RED RETROSPOT UMBRELLA,313.06,25,23,2501.0,3225.0,2736.5
85015,SET OF 12  VINTAGE POSTCARD SET,1718.54,2180,143,1181.0,652.0,1139.0
85016,SET OF 6 VINTAGE NOTELETS KIT,560.11,563,42,2125.0,1681.5,2303.5
85017A,ENVELOPE 50 ROMANTIC IMAGES,13.58,16,8,3666.0,3361.5,3262.0
85017B,ENVELOPE 50 BLOSSOM IMAGES,600.29,1077,158,2068.0,1178.0,1032.5
85017C,ENVELOPE 50 CURIOUS IMAGES,26.17,49,10,3507.0,2985.5,3156.5
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12,7,3452.0,3452.0,3323.5
85019A,ROMANTIC IMAGES NOTEBOOK SET,564.35,414,33,2118.0,1888.5,2486.0
85019B,BLOSSOM  IMAGES NOTEBOOK SET,682.97,512,36,1955.0,1743.0,2417.5
85019C,CURIOUS  IMAGES NOTEBOOK SET,270.72,182,11,2569.0,2392.0,3112.5
85020,ROUND PINK HEART MIRROR,188.81,85,22,2752.0,2753.5,2761.5
85023B,EAU DE NILE JEWELLED PHOTOFRAME,235.35000000000002,105,13,2644.0,2660.0,3043.5
85024B,EAU DE NILE JEWELLED PHOTOFRAME,289.65000000000003,193,12,2533.0,2360.0,3077.0
85024C,PINK SMALL JEWELLED PHOTOFRAME,19.799999999999997,12,9,3579.0,3452.0,3204.5
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,555.12,329,38,2134.0,2033.0,2380.0
85025C,PINK HEART SHAPE PHOTO FRAME,520.91,321,39,2186.0,2053.5,2362.0
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11,3170.0,2782.0,3112.5
85027L,FRENCH CHATEAU LARGE PLATTER ,160.5,70,18,2830.0,2845.5,2879.5
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,19.5,10,4,3581.0,3502.5,3506.0
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,3295.0,3242.0,3262.0
85030,FRENCH CHATEAU OVAL PLATTER,29.25,15,6,3479.0,3379.5,3376.5
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,3339.0,3361.5,3323.5
85031B,BLOSSOM IMAGES SCRAP BOOK SET,4.95,1,1,3824.0,3874.5,3837.0
85031C,CURIOUS IMAGES SCRAP BOOK SET,14.85,3,1,3651.5,3743.0,3837.0
85032A,ROMANTIC IMAGES GIFT WRAP SET,776.49,789,135,1833.0,1441.5,1204.0
85032B,BLOSSOM IMAGES GIFT WRAP SET,739.99,786,133,1885.0,1444.5,1223.5
85032C,CURIOUS IMAGES GIFT WRAP SET,718.54,683,140,1912.0,1543.5,1162.0
85032D,YULETIDE IMAGES GIFT WRAP SET,561.34,687,93,2122.0,1540.0,1606.0
85034A,3 GARDENIA MORRIS BOXED CANDLES,911.4,498,74,1705.0,1763.0,1836.5
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1628.78,945,120,1224.0,1282.5,1334.5
85034C,3 ROSE MORRIS BOXED CANDLES,1800.0,1129,158,1145.0,1151.0,1032.5
85034a,3 GARDENIA MORRIS BOXED CANDLES,24.869999999999997,3,3,3522.0,3743.0,3589.0
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,8.29,1,1,3759.5,3874.5,3837.0
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,782.3,276,81,1825.0,2142.5,1738.0
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1054.1,619,70,1587.0,1607.5,1889.0
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1760.66,1137,130,1159.0,1148.0,1255.5
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,16.94,2,2,3611.0,3800.5,3698.0
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,8.47,1,1,3752.0,3874.5,3837.0
85035c,ROSE 3 WICK MORRIS BOX CANDLE,8.47,1,1,3752.0,3874.5,3837.0
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,714.35,211,60,1919.0,2306.5,2021.0
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,581.43,361,49,2089.0,1973.0,2173.0
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1066.8600000000001,742,84,1573.0,1475.5,1699.0
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,16.58,2,1,3621.0,3800.5,3837.0
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,8.47,1,1,3752.0,3874.5,3837.0
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,142,997.0,1192.5,1149.5
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1010.62,704,162,1623.0,1519.5,1004.5
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1174.6299999999999,806,172,1483.0,1423.0,940.5
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,265.77,305,67,2587.0,2083.0,1928.0
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,131.81,40,29,2926.0,3052.5,2577.0
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1607.32,888,164,1238.0,1335.0,983.0
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,229.47,137,35,2661.0,2545.5,2439.0
85040a,S/4 PINK FLOWER CANDLES IN BOWL,105.28,32,21,3019.0,3135.5,2788.0
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,191.1,42,11,2745.0,3032.5,3112.5
85047,WHITE BEADED GARLAND STRING 20LIGHT,19.049999999999997,3,2,3583.0,3743.0,3698.0
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10910.61,1359,261,204.0,1000.5,571.5
85049A,TRADITIONAL CHRISTMAS RIBBONS,3842.36,3001,323,643.0,467.0,427.0
85049B,LUSH GREENS RIBBONS,67.5,54,13,3186.5,2937.0,3043.5
85049C,ROMANTIC PINKS RIBBONS ,1515.69,1215,224,1292.0,1092.0,700.0
85049D,BRIGHT BLUES RIBBONS ,694.99,547,107,1942.0,1701.0,1444.5
85049E,SCANDINAVIAN REDS RIBBONS,3783.61,2860,409,654.0,483.0,283.0
85049F,BABY BOOM RIBBONS ,477.34,378,88,2246.0,1945.0,1657.5
85049G,CHOCOLATE BOX RIBBONS ,1999.19,1608,258,1071.0,885.5,581.5
85049H,URBAN BLACK RIBBONS ,869.1,848,184,1752.0,1372.0,892.0
85049a,TRADITIONAL CHRISTMAS RIBBONS,812.84,244,36,1799.0,2224.0,2417.5
85049b,LUSH GREENS RIBBONS,4.92,2,2,3828.0,3800.5,3698.0
85049c,ROMANTIC PINKS RIBBONS ,2.46,1,1,3881.0,3874.5,3837.0
85049d,BRIGHT BLUES RIBBONS ,4.92,2,2,3828.0,3800.5,3698.0
85049e,SCANDINAVIAN REDS RIBBONS,360.71,109,42,2414.5,2634.5,2303.5
85049g,CHOCOLATE BOX RIBBONS ,276.42,113,51,2558.0,2622.5,2136.5
85053,FRENCH ENAMEL CANDLEHOLDER,3649.4900000000002,1693,317,675.0,852.0,440.5
85054,FRENCH ENAMEL POT W LID,1430.63,587,115,1333.0,1643.0,1369.5
85055,FRENCH ENAMEL UTENSIL HOLDER,183.71,45,16,2765.0,3009.5,2937.0
85059,FRENCH ENAMEL WATER BASIN,1273.11,411,128,1435.0,1895.5,1268.5
85061W,WHITE JEWELLED HEART DECORATION,1882.1499999999999,2146,162,1113.0,663.0,1004.5
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.5,1462,159,912.0,943.5,1025.5
85064,CREAM SWEETHEART LETTER RACK,976.25,215,30,1653.0,2295.5,2556.0
85066,CREAM SWEETHEART MINI CHEST,22594.2,1784,519,71.0,812.0,176.0
85067,CREAM SWEETHEART WALL CABINET,126.65,7,5,2945.0,3588.5,3437.0
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,583.23,1041,111,2087.0,1203.0,1409.0
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,684.62,1290,125,1952.0,1041.5,1294.0
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428.0,683,105,2315.0,1543.5,1465.5
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,249.48999999999998,403,84,2616.0,1914.5,1699.0
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.8,1932,124,1938.0,746.0,1304.5
85084,HOLLY TOP CHRISTMAS STOCKING,17.0,20,7,3606.0,3295.0,3323.5
85086A,CANDY SPOT HEART DECORATION,122.08,146,50,2957.0,2512.5,2154.5
85087,CANDY SPOT CUSHION COVER,1129.99,339,125,1524.0,2010.0,1294.0
85088,CANDY SPOT HAND BAG,534.83,259,51,2163.0,2185.0,2136.5
85089,CANDY SPOT BUNNY,38.35,13,5,3396.0,3425.5,3437.0
85092,CANDY SPOT TEA COSY,40.05,27,2,3383.0,3195.0,3698.0
85093,CANDY SPOT EGG WARMER HARE,475.18,708,88,2251.0,1513.0,1657.5
85094,CANDY SPOT EGG WARMER RABBIT,242.13,640,90,2634.0,1585.0,1628.5
85095,THREE CANVAS LUGGAGE TAGS,243.49,150,48,2632.0,2499.0,2190.0
85096,HILDA CANDY SPOT RABBIT,109.23,25,16,3006.0,3225.0,2937.0
85099B,JUMBO BAG RED RETROSPOT,94159.81,48371,2089,5.0,5.0,2.0
85099C,JUMBO  BAG BAROQUE BLACK WHITE,28047.74,13900,933,38.0,38.0,43.0
85099F,JUMBO BAG STRAWBERRY,32495.59,17237,812,26.0,27.0,68.0
85099f,JUMBO BAG STRAWBERRY,232.05999999999997,46,10,2653.0,3000.0,3156.5
85103,SILVER T-LIGHT SETTING,924.29,143,28,1694.0,2524.5,2601.0
85104,SILVER GLASS T-LIGHT SET,525.75,201,17,2179.0,2326.0,2907.5
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1142.31,649,20,1511.0,1571.5,2817.0
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,541.39,249,27,2156.0,2212.0,2630.0
85109,PINK BOUDOIR T-LIGHT HOLDER,10.2,12,1,3716.0,3452.0,3837.0
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,437.59,1409,57,2302.0,970.0,2059.0
85114A,BLACK ENCHANTED FOREST PLACEMAT,1105.21,649,56,1550.0,1571.5,2073.0
85114B,IVORY ENCHANTED FOREST PLACEMAT,902.49,477,77,1713.0,1791.5,1793.0
85114C,RED ENCHANTED FOREST PLACEMAT,920.22,516,75,1699.0,1739.0,1824.5
85114a,BLACK ENCHANTED FOREST PLACEMAT,161.7,49,15,2828.0,2985.5,2970.0
85114b,IVORY ENCHANTED FOREST PLACEMAT,118.86,36,14,2973.0,3091.0,3006.0
85114c,RED ENCHANTED FOREST PLACEMAT,534.66,162,35,2164.5,2460.5,2439.0
85115B,S/4 BLACK DISCO PARTITION PANEL,24.87,3,1,3520.0,3743.0,3837.0
85116,BLACK CANDELABRA T-LIGHT HOLDER,1106.8799999999999,941,89,1547.0,1287.5,1642.0
85118,HEART T-LIGHT HOLDER,144.51999999999998,146,10,2883.0,2512.5,3156.5
85119,WATERING CAN SINGLE HOOK PISTACHIO,3.36,1,1,3861.5,3874.5,3837.0
85123A,WHITE HANGING HEART T-LIGHT HOLDER,104462.75,37641,2198,3.0,6.0,1.0
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1952.48,292,67,1090.0,2112.0,1928.0
85124B,BLUE JUICY FRUIT PHOTO FRAME,264.06,93,39,2592.0,2719.5,2362.0
85124C,GREEN JUICY FRUIT PHOTO FRAME,261.89,94,39,2595.0,2712.5,2362.0
85125,SMALL ROUND CUT GLASS CANDLESTICK,760.39,161,33,1858.0,2464.0,2486.0
85126,LARGE ROUND CUTGLASS CANDLESTICK,27.14,2,1,3496.0,3800.5,3837.0
85127,SMALL SQUARE CUT GLASS CANDLESTICK,1106.54,187,51,1549.0,2373.5,2136.5
85129B,BEADED CRYSTAL HEART GREEN SMALL,168.59,119,31,2803.0,2609.0,2534.0
85129C,BEADED CRYSTAL HEART BLUE SMALL,107.31,80,15,3011.0,2775.5,2970.0
85129D,BEADED CRYSTAL HEART PINK SMALL,342.74,207,65,2449.0,2314.5,1952.5
85130A,BEADED PEARL HEART WHITE LARGE,127.05,77,10,2941.0,2800.5,3156.5
85130B,BEADED CRYSTAL HEART GREEN LARGE,760.4300000000001,834,62,1857.0,1388.5,1993.0
85130C,BEADED CRYSTAL HEART BLUE  LARGE,437.22,482,46,2303.0,1781.0,2225.5
85130D,BEADED CRYSTAL HEART PINK LARGE,569.29,565,62,2109.0,1678.5,1993.0
85131A,BEADED PEARL HEART WHITE ON STICK,901.48,996,119,1716.0,1236.5,1345.0
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,172,2185.0,1602.0,940.5
85131C,BEADED CRYSTAL HEART BLUE ON STICK,178.85,193,50,2782.0,2360.0,2154.5
85131D,BEADED CRYSTAL HEART PINK ON STICK,725.26,850,206,1905.0,1370.0,791.0
85132A,CHARLIE + LOLA BISCUITS TINS,1561.77,545,110,1268.0,1704.0,1421.5
85132B,CHARLIE AND LOLA TABLE TINS,1156.1699999999998,529,75,1500.0,1718.5,1824.5
85132C,CHARLIE AND LOLA FIGURES TINS,3562.3199999999997,1520,211,688.0,924.0,767.0
85132a,CHARLIE + LOLA BISCUITS TINS,92.19999999999999,8,8,3074.0,3563.5,3262.0
85132b,CHARLIE AND LOLA TABLE TINS,74.60999999999999,9,9,3148.0,3532.5,3204.5
85132c,CHARLIE AND LOLA FIGURES TINS,24.869999999999997,3,3,3522.0,3743.0,3589.0
85135A,YELLOW DRAGONFLY HELICOPTER,151.05,19,8,2859.5,3313.0,3262.0
85135B,BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,45,2182.0,2873.0,2243.5
85135C,RED DRAGONFLY HELICOPTER,856.38,106,67,1760.0,2654.0,1928.0
85136A,YELLOW SHARK HELICOPTER,572.41,71,53,2100.0,2839.0,2109.0
85136B,BLUE SHARK HELICOPTER,15.9,2,2,3628.5,3800.5,3698.0
85136C,RED SHARK HELICOPTER,421.18,52,36,2324.0,2956.5,2417.5
85141,JARDIN ETCHED GLASS FRUITBOWL,619.94,120,39,2040.0,2606.0,2362.0
85144,JARDIN ETCHED GLASS CHEESE DISH,582.7,220,41,2088.0,2277.0,2326.0
85145,JARDIN ETCHED GLASS LARGE BELL JAR,163.75,37,13,2822.0,3082.0,3043.5
85146,JARDIN ETCHED GLASS SMALL BELL JAR,171.11,45,9,2801.0,3009.5,3204.5
85150,LADIES & GENTLEMEN METAL SIGN,9383.43,4037,478,250.0,329.0,196.0
85152,HAND OVER THE CHOCOLATE   SIGN ,15928.730000000001,8246,677,126.0,123.0,100.0
85159A,"BLACK TEA,COFFEE,SUGAR JARS",783.3499999999999,453,47,1824.0,1832.0,2208.0
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1134.5,622,59,1519.0,1604.0,2031.5
85160A,WHITE BIRD GARDEN DESIGN MUG,7.5,6,1,3769.5,3613.0,3837.0
85160B,BLACK BIRD GARDEN DESIGN MUG,62.239999999999995,106,16,3224.0,2654.0,2937.0
85160a,WHITE BIRD GARDEN DESIGN MUG,16.13,1,1,3625.0,3874.5,3837.0
85161,ACRYLIC GEOMETRIC LAMP,568.65,35,20,2111.0,3104.0,2817.0
85163A,WHITE BAROQUE WALL CLOCK ,559.0,66,32,2126.0,2867.0,2512.5
85163B,BLACK BAROQUE WALL CLOCK ,783.68,84,36,1821.0,2757.5,2417.5
85167B,BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,8,3003.0,2977.0,3262.0
85168B,BLACK BAROQUE CARRIAGE CLOCK,432.78999999999996,51,35,2309.0,2967.5,2439.0
85169A,IVORY LOVE BIRD CANDLE,813.02,812,88,1797.0,1414.0,1657.5
85169B,BLACK LOVE BIRD CANDLE,356.06,329,62,2422.0,2033.0,1993.0
85169C,EAU DE NIL LOVE BIRD CANDLE,452.86,429,46,2273.0,1867.0,2225.5
85169D,PINK LOVE BIRD CANDLE,356.08,351,50,2421.0,1989.0,2154.5
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,1,1,3889.0,3874.5,3837.0
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,316.75,215,39,2491.0,2295.5,2362.0
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,335,72,2055.0,2017.5,1864.0
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,796.99,451,100,1808.0,1836.0,1529.0
85172,HYACINTH BULB T-LIGHT CANDLES,569.68,1314,43,2107.0,1030.5,2283.5
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,795.02,479,86,1811.0,1786.0,1678.0
85174,S/4 CACTI CANDLES,2927.08,613,157,802.0,1612.0,1039.0
85175,CACTI T-LIGHT CANDLES,2278.9,5321,143,962.0,230.0,1139.0
85176,SEWING SUSAN 21 NEEDLE SET,880.4699999999999,918,172,1740.0,1311.0,940.5
85177,BASKET OF FLOWERS SEWING KIT,644.2099999999999,812,63,2003.0,1414.0,1975.0
85178,VICTORIAN SEWING KIT,2822.58,2518,140,824.0,558.0,1162.0
85179A,GREEN BITTY LIGHT CHAIN,380.79,193,59,2386.0,2360.0,2031.5
85179C,PINK BITTY LIGHT CHAIN,201.31,106,36,2717.0,2654.0,2417.5
85179a,GREEN BITTY LIGHT CHAIN,2.46,1,1,3881.0,3874.5,3837.0
85180A,RED HEARTS LIGHT CHAIN ,1042.66,503,63,1595.0,1757.0,1975.0
85180B,PINK HEARTS LIGHT CHAIN ,587.1999999999999,271,48,2080.0,2155.0,2190.0
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,852.04,667,86,1762.0,1554.0,1678.0
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1323.37,996,118,1406.0,1236.5,1350.0
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2985.84,1652,193,791.0,863.0,850.5
85184c,SET 4 VALENTINE DECOUPAGE HEART BOX,11.58,2,2,3703.0,3800.5,3698.0
85185B,PINK HORSE SOCK PUPPET,900.3900000000001,297,71,1717.0,2101.5,1876.0
85185D,FROG SOCK PUPPET,44.25000000000001,15,8,3344.0,3379.5,3262.0
85186A,EASTER BUNNY GARLAND OF FLOWERS,273.64,567,79,2561.0,1673.5,1763.5
85186C,BUNNY EGG GARLAND,269.17,528,78,2575.0,1721.5,1780.5
85187,S/12 MINI RABBIT EASTER,556.53,337,69,2130.0,2015.0,1903.0
85188A,GREEN METAL SWINGING BUNNY,278.16999999999996,319,42,2553.0,2057.0,2303.5
85188B,PINK METAL SWINGING BUNNY,68.69999999999999,78,10,3180.0,2791.5,3156.5
85189,HANGING BUTTERFLY  EGG,7.6499999999999995,9,3,3764.5,3532.5,3589.0
85194L,HANGING SPRING FLOWER EGG LARGE,822.89,947,73,1789.0,1281.0,1851.5
85194S,HANGING SPRING FLOWER EGG SMALL,489.16999999999996,1197,72,2229.0,1102.5,1864.0
85195,HANGING HEART BASKET,23.1,11,3,3544.0,3477.0,3589.0
85197,SET OF 12 MINI BUNNIES IN A BUCKET,71.4,34,19,3160.5,3114.0,2848.5
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,74.58,90,9,3149.0,2732.5,3204.5
85199L,LARGE HANGING IVORY & RED WOOD BIRD,663.4300000000001,977,95,1981.0,1250.5,1587.0
85199S,SMALL HANGING IVORY/RED WOOD BIRD,1302.31,2660,261,1418.0,529.0,571.5
85200,BUNNY EGG BOX,228.75,183,26,2662.0,2388.5,2655.5
85202,HANGING WOOD AND FELT HEART,313.13,672,106,2500.0,1550.0,1452.5
85203,HANGING WOOD AND FELT BUTTERFLY ,408.99,895,127,2351.0,1330.0,1277.5
85204,HANGING WOOD AND FELT FLOWER,325.36,2050,104,2470.0,700.5,1479.0
85205B,PINK FELT EASTER RABBIT GARLAND,323.15,122,29,2474.0,2599.0,2577.0
85206A,CREAM FELT EASTER EGG BASKET,1568.93,974,114,1263.0,1258.0,1379.0
85206B,PINK FELT EASTER EGG BASKET,23.099999999999998,14,4,3545.0,3401.0,3506.0
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,416.91,223,48,2331.0,2272.0,2190.0
85211,S/4 GROOVY CAT MAGNETS,175.16,149,24,2788.0,2502.5,2715.5
85212,MINI PAINTED GARDEN DECORATION ,740.15,2451,79,1884.0,577.5,1763.5
85213,MINI  ZINC GARDEN DECORATIONS ,330.54999999999995,829,33,2465.0,1392.0,2486.0
85214,TUB 24 PINK FLOWER PEGS,271.03999999999996,164,58,2567.0,2450.5,2045.0
85215,ASSORTED CHEESE FRIDGE MAGNETS,180.70999999999998,223,18,2772.0,2272.0,2879.5
85216,ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,3422.0,2931.0,3262.0
85224,ASSORTED COLOUR SILK GLASSES CASE,6.300000000000001,3,1,3791.0,3743.0,3837.0
85225,BLING KEY RING STAND,6.25,6,3,3794.0,3613.0,3589.0
85227,SET OF 6 3D KIT CARDS FOR KIDS,1359.3999999999999,1477,223,1383.0,937.0,704.5
85230A,OPIUM SCENTED VOTIVE CANDLE,203.27999999999997,840,18,2712.0,1382.5,2879.5
85230B,CINNAMON SCENTED VOTIVE CANDLE,333.2,1288,39,2460.0,1044.5,2362.0
85230E,STRAWBRY SCENTED VOTIVE CANDLE,267.45,1101,24,2581.0,1169.0,2715.5
85230F,JASMINE VOTIVE CANDLE,90.33999999999999,338,12,3079.0,2012.0,3077.0
85230G,ORANGE VOTIVE CANDLE,257.03999999999996,1032,25,2602.0,1208.5,2686.0
85231B,CINAMMON SET OF 9 T-LIGHTS,777.5799999999999,868,151,1831.0,1354.5,1080.0
85231G,ORANGE SCENTED SET/9 T-LIGHTS,501.27,594,81,2210.0,1629.5,1738.0
85231b,CINAMMON SET OF 9 T-LIGHTS,4.92,3,3,3828.0,3743.0,3589.0
85231g,ORANGE SCENTED SET/9 T-LIGHTS,9.78,6,6,3729.0,3613.0,3376.5
85232A,SET/3 POLKADOT STACKING TINS,389.55,78,29,2371.0,2791.5,2577.0
85232B,SET OF 3 BABUSHKA STACKING TINS,1356.3,274,13,1385.0,2147.5,3043.5
