InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
578698,400.09,441,35
578699,336.96000000000004,104,5
578701,443.18,242,25
578702,1245.81,707,56
578703,256.11,197,45
578704,408.0,160,2
578705,125.22,45,17
578707,372.17,228,67
578708,56.6,21,2
578719,177.61,175,38
578736,706.5,318,15
578745,37.8,18,1
578746,6778.7300000000005,1402,78
578757,395.21,246,115
578781,314.15,186,107
578782,2.1,1,1
578783,364.13,380,37
578785,345.9,186,4
578786,196.85,125,21
578787,232.65,86,12
578788,12.46,4,2
578789,320.6,86,15
578790,183.02,179,36
578791,123.28999999999999,102,15
578792,293.78999999999996,92,6
578793,1909.6200000000001,528,10
578794,208.04000000000002,110,17
578795,308.86,234,13
578802,107.0,92,4
578804,102.3,114,8
578805,396.14,312,20
578806,543.44,396,22
578807,331.52,230,6
578808,647.88,540,50
578809,460.86,281,30
578810,208.7,56,7
578811,2016.78,594,49
578812,350.90000000000003,179,21
578813,100.9,22,3
578814,255.92,199,79
578815,308.64,105,19
578816,397.35,256,5
578817,274.4,126,66
578818,136.04,74,31
578819,790.06,508,11
578820,400.08000000000004,152,4
578821,441.0,80,3
578822,459.82,226,13
578823,75.0,6,1
578824,285.35,122,58
578825,165.70000000000002,96,10
578826,279.75,75,17
578827,5078.0199999999995,1256,520
578828,11.54,3,3
578829,54.81,37,17
578830,182.15,53,9
578831,408.0,160,2
578833,7483.83,913,247
578834,524.74,183,31
578835,153.72,69,5
578836,156.09,117,23
578842,12.3,11,10
578843,202.47,57,33
578844,4688.19,1184,527
578845,3.75,1,1
578846,365.33,299,49
578847,4.25,1,1
578848,14.11,3,2
578849,187.9,52,17
578850,223.79,172,31
578851,332.16999999999996,215,21
578852,395.46,266,102
578853,116.78,47,11
578854,388.42,186,13
578855,148.85,66,9
578856,707.8100000000001,290,40
578857,38.2,22,2
578858,758.3,790,82
578901,265.56,102,50
578914,170.06,96,15
578921,378.67,192,128
578922,218.4,74,32
578923,253.13,50,21
578924,304.15999999999997,288,18
578925,426.37,359,39
578926,488.76,215,72
578927,421.27,185,47
578928,680.32,423,73
578929,263.26,148,20
578931,261.71,117,52
578933,173.35,19,8
578934,213.07,73,33
578935,310.11,138,65
578936,505.76,277,64
578937,440.98,225,22
578938,25.200000000000003,12,1
578939,168.34,82,14
578940,3310.12,635,71
578941,251.03,397,63
578942,553.89,299,107
578943,348.84000000000003,165,28
578944,161.18,97,72
578945,125.83,71,19
578946,142.12,66,46
578947,533.4399999999999,435,50
578948,209.5,66,9
578949,294.85,117,77
578950,156.34,110,53
578951,453.63,253,6
578952,156.05,145,14
578953,208.71,144,38
578954,133.68,87,47
578977,448.07,279,57
578992,113.29,35,19
578993,239.14,168,51
578994,829.91,225,22
578995,598.37,588,99
578996,167.96,173,25
578997,165.0,78,16
578998,231.2,116,73
578999,230.89,144,49
579000,31.299999999999997,14,3
579001,470.9,460,100
579002,433.86,391,100
579003,231.95,166,10
579005,391.32,204,3
579006,128.88,72,1
579007,163.68,96,2
579008,389.28,166,4
579009,39.0,12,1
579010,103.6,50,4
579011,307.56,152,10
579012,164.93,44,26
579013,317.1,82,8
579014,552.48,364,8
579015,42.96,24,1
579016,387.78,198,7
579017,130.05,51,3
579027,295.43,223,9
579037,688.62,397,15
579039,154.4,110,9
579062,291.95,151,16
579067,163.55,55,8
579069,1073.23,605,59
579087,305.38,255,17
579089,111.11,58,32
579091,809.12,576,51
579093,2123.92,1322,63
579094,882.6800000000001,300,38
579095,41.010000000000005,13,10
579096,350.92,172,11
579097,512.81,193,11
579098,192.2,109,55
579099,197.55,120,29
579100,345.44,352,25
579101,359.49,165,24
579102,805.6,340,43
579103,267.4,221,53
579106,1080.48,424,26
579107,16.5,10,1
579108,69.36,24,1
579109,34.8,24,2
579116,193.03,128,33
579121,91.06,69,4
579122,309.82,366,6
579123,139.6,128,4
579124,471.40000000000003,388,84
579125,445.81,511,28
579126,348.32000000000005,265,4
579128,161.39999999999998,102,5
579129,44.35,15,8
579130,163.02,62,4
579131,566.76,422,27
579132,214.76,188,47
579133,69.99,38,16
579134,499.56,330,22
579135,275.14,210,47
579136,316.93,109,13
579137,15.0,1,1
579138,313.14,544,15
579139,286.08,192,1
579141,262.15,162,70
579142,283.0,210,36
579143,265.24,152,15
579144,485.96000000000004,342,21
579145,701.14,448,44
579146,410.65999999999997,185,34
579147,187.1,176,44
579148,125.55,49,8
579149,361.62,196,20
579150,605.4000000000001,340,10
579151,139.92000000000002,96,2
579152,527.2,385,31
579153,245.10000000000002,127,13
579154,218.96,116,32
579155,112.17,62,27
579156,304.94,86,13
579157,213.3,200,15
579158,309.12,140,13
579159,152.43,105,9
579160,58.4,60,4
579161,389.71999999999997,623,78
579162,300.02,136,30
579163,730.08,432,4
579164,242.04000000000002,132,2
579165,217.81,110,13
579166,264.53000000000003,97,16
579167,1162.65,524,156
579168,546.04,727,43
579170,188.54000000000002,63,32
579171,350.08,174,35
579173,127.86,161,15
579174,309.51,315,15
579175,321.19,110,26
579176,280.46,121,12
579177,705.9000000000001,250,8
579179,71.09,26,7
579180,621.6,344,4
579181,208.8,144,1
579182,178.4,172,9
579183,481.68,168,4
579184,301.2,93,11
579185,114.6,25,2
579187,5333.5199999999995,1402,541
579188,466.71999999999997,290,39
579189,976.8000000000001,528,2
579190,491.12,390,9
579191,216.0,600,1
579193,491.12,390,9
579194,206.32999999999998,153,11
579196,8107.72,2106,533
579245,136.0,16,1
579249,1147.2,480,2
579250,279.05,143,13
579251,3821.36,1456,3
579252,1034.4,432,2
579253,230.4,96,1
579254,301.32,209,19
579255,194.82,91,14
579256,247.32,225,16
579257,336.4,136,3
579258,301.29,187,20
579259,262.5,151,15
579260,257.4,143,8
579261,313.8,286,19
579262,93.84000000000002,60,2
579263,29.88,18,2
579264,44.2,70,3
579265,58.56,48,2
579267,1144.75,457,38
579268,300.16,368,19
579269,213.96,168,7
579270,246.3,212,14
579271,2586.69,649,10
579273,306.36,267,17
579274,301.25,158,20
579276,93.0,49,5
579278,197.10000000000002,34,6
579279,351.52,158,9
579280,107.9,18,6
579281,227.20000000000002,91,6
579282,127.76,58,7
579283,931.7,532,48
579284,3337.44,1619,21
579285,160.35,24,8
579286,147.15,50,45
579287,152.32,112,9
579288,26.3,5,5
579289,7.0600000000000005,4,3
579291,4584.66,955,67
579293,210.9,83,46
579297,5402.23,662,238
579300,374.9,308,13
579301,293.15,167,88
579307,447.74,158,14
579328,164.57,139,10
579332,308.22,162,8
579339,337.28,148,5
579345,643.0,342,23
579350,807.6800000000001,515,17
579352,54.14,29,11
579358,214.45000000000002,81,11
579361,21.85,5,4
579364,194.54999999999998,73,5
579365,12.48,6,1
579387,131.68,70,30
579391,490.68,380,13
579393,566.98,309,29
579399,460.83,262,105
579400,696.8,1024,7
579401,416.58000000000004,182,21
579402,348.35,167,3
579403,436.1,180,9
579404,275.85,120,12
579405,367.78000000000003,338,2
579406,304.9,54,7
579407,229.8,77,7
579408,577.71,254,92
579409,6.95,1,1
579410,64.56,36,3
579411,160.93,96,23
579412,333.92,182,23
579413,404.43,212,44
579414,387.42,212,49
579416,604.86,233,12
579419,94.02,48,6
579427,231.18,67,21
579430,190.78,128,41
579432,282.18,168,18
579433,302.87,173,18
579434,308.55,287,16
579435,43.5,6,2
579436,37.92,48,1
579437,31.85,5,2
579439,298.48,120,7
579440,471.98,202,23
579441,281.9,21,5
579442,262.8,88,15
579443,69.65,35,14
579444,395.97,217,20
579445,183.60000000000002,72,3
579446,528.48,368,32
579447,628.16,279,28
579448,4.68,12,1
579449,251.0,200,2
579450,967.5,774,1
579451,237.6,48,1
579452,225.0,36,1
579453,108.74,90,9
579454,70.81,157,7
579455,318.8,221,19
579456,201.78,151,71
579457,316.70000000000005,152,7
579458,285.41,139,98
579459,321.90000000000003,99,4
579461,1039.09,453,32
579462,310.78,255,10
579463,16.4,2,2
579464,179.7,104,10
579465,218.75,113,34
579466,306.0,72,2
579467,287.51,109,15
579468,231.21,76,33
579469,179.0,100,1
579470,1067.57,582,193
579471,3063.88,404,166
579472,277.48,172,118
579473,392.06,279,24
579489,129.15,27,10
579491,310.67,177,59
579492,696.12,303,14
579493,344.62,220,18
579494,30.0,24,1
579495,327.48,180,8
579497,133.5,86,31
579498,3651.6,2040,1
579499,574.98,378,29
579501,2075.81,625,29
579503,170.74,117,31
579505,444.87,407,7
579506,138.21,119,11
579507,261.68,120,16
579508,5805.01,1517,578
579509,148.78,47,9
579510,727.0500000000001,445,27
579511,23.4,12,1
579512,4789.02,1345,503
579513,123.15,127,3
579514,283.64,64,12
579515,370.13,238,19
579516,754.99,352,154
579517,34.120000000000005,16,7
579518,78.22,46,15
579520,184.29,66,45
579522,284.38,160,15
579523,729.6,204,7
579524,302.56,134,17
579525,1288.64,950,24
579526,170.16,88,3
579527,441.04,270,18
579528,119.0,51,4
579529,531.21,270,27
579530,288.36,154,19
579531,588.42,418,12
579533,329.85,84,17
579534,38.16,36,1
579535,353.40000000000003,193,18
579536,968.9,674,60
579537,18.15,5,5
579538,1239.38,1390,14
579539,350.97,100,18
579540,434.8,172,22
579541,275.14,133,45
579542,107.6,36,4
579543,16.66,3,2
579544,314.73,111,15
579545,931.46,515,18
579546,306.97,228,21
579548,181.45,63,10
579549,163.22,196,12
579550,569.09,264,29
579551,450.40000000000003,144,9
579552,788.46,440,17
579553,760.71,354,31
579555,599.5500000000001,354,110
579556,118.25999999999999,118,21
579557,2739.38,600,59
579558,737.8000000000001,368,30
579559,169.2,100,57
579560,171.63,71,33
579561,149.01,83,24
579571,229.27,307,30
579572,329.40000000000003,138,14
579600,372.22,228,18
579605,286.01,142,27
579612,8.5,1,1
579619,117.54,70,5
579623,375.48,150,16
579629,246.51999999999998,226,27
579634,163.85,147,11
579666,428.73,223,22
579667,115.47,52,17
579668,405.46999999999997,255,26
579669,302.33,135,12
579670,146.91,66,7
579671,160.18,75,10
579672,1897.04,1386,30
579673,220.31,132,50
579674,155.7,92,10
579675,327.51,146,12
579676,300.5,204,12
579677,173.81,67,7
579678,320.04,132,6
579679,105.05,29,14
579684,84.24000000000001,29,3
579685,311.97,205,15
579686,249.6,24,1
579687,273.0,60,2
579689,143.09,63,37
579690,139.92000000000002,91,42
579692,2843.29,2299,68
579693,206.45,91,11
579694,3982.55,524,177
579708,506.96000000000004,240,19
579711,134.84,121,64
579712,122.32,75,13
579725,2.88,24,1
579740,32.07,13,13
579741,163.59,95,68
579744,594.71,267,50
579747,371.6,151,12
579749,753.1,366,34
579750,448.45,184,28
579751,1058.71,139,74
579754,366.23,223,39
579759,363.88,244,3
579768,482.96000000000004,133,9
579777,6769.0599999999995,1763,687
579779,80.85000000000001,51,4
579784,1371.6,936,8
579786,307.8,110,4
579787,3127.18,394,151
579788,30.0,24,1
579789,75.35,39,5
579790,56.0,2,1
579792,1319.16,811,68
579807,315.65999999999997,183,13
579832,371.56,274,20
579834,200.04,240,7
579837,991.1999999999999,140,8
579840,109.6,100,10
579843,1348.5800000000002,640,27
579846,427.64,194,18
579848,220.57999999999998,404,10
579854,271.75,129,16
579865,109.67999999999999,42,8
579867,789.9,454,33
579868,328.32,406,22
579870,292.40999999999997,99,14
579872,278.82,239,17
579881,905.52,512,27
579885,1075.36,572,147
579899,251.59,137,12
579900,333.05,139,19
579901,208.19,88,10
579909,75.51,30,14
579910,367.75,132,15
579916,402.96,72,3
579917,99.6,24,1
579920,352.56,384,4
579921,487.91999999999996,216,7
579922,302.28,204,5
579927,487.68,159,24
579936,780.0,1200,1
579937,98.10000000000001,135,5
579938,1225.16,660,73
579939,215.25,207,4
579940,325.63,215,21
579941,414.48,327,24
579942,367.39,180,21
579943,373.74,188,22
579946,218.94,165,34
579947,16.5,2,1
579949,283.81,207,14
579954,498.44,705,16
579962,107.42,66,6
579980,136.85,76,27
579986,2251.51,1167,14
579990,353.27,121,12
579991,282.56,252,23
580005,112.75999999999999,36,19
580021,351.15,109,11
580022,78.48,14,5
580023,360.3,254,6
580024,376.1,386,26
580025,241.97,110,49
580026,308.15999999999997,360,2
580027,418.46999999999997,507,68
580028,154.45,93,11
580029,385.29999999999995,54,6
580030,312.29,172,18
580031,151.02,90,2
580032,149.4,76,23
580033,270.40000000000003,130,8
580043,270.61,63,26
580044,334.39,195,21
580045,355.38,78,5
580046,315.61,85,10
580047,67.92999999999999,49,23
580048,134.43,97,49
580049,204.22,134,14
580050,132.97,201,25
580051,264.65000000000003,97,12
580052,90.0,24,1
580053,616.32,232,9
580054,424.36,347,81
580055,637.6,360,14
580057,460.3,250,8
580058,633.53,333,23
580059,802.45,367,23
580060,93.35,45,5
580061,759.3,246,9
580062,173.15,86,47
580063,1562.4,720,5
580064,255.34,194,23
580065,150.9,46,8
580066,389.87,253,18
580067,385.79999999999995,276,3
580068,41.25,5,1
580069,16.61,21,8
580070,287.9,136,8
580071,266.26,120,16
580073,148.54,79,18
580074,114.7,62,5
580075,229.62,126,16
580076,180.84,204,5
580077,304.7,248,20
580088,224.68,112,7
580089,464.11,149,18
580090,157.75,33,5
580091,194.13,126,10
580092,1121.79,586,61
580093,59.1,18,2
580094,164.68,84,30
580095,303.0,68,4
580096,545.78,497,15
580097,448.31,70,13
580098,345.53000000000003,63,13
580100,113.88000000000001,68,5
580101,525.9,202,21
580102,80.80000000000001,32,5
580103,548.91,306,42
580104,441.84000000000003,224,5
580105,520.66,198,15
580106,339.02000000000004,210,15
580107,311.0,128,20
580108,617.25,117,9
580109,322.74,110,6
580110,72.24,42,4
580111,1171.4,716,12
580112,300.84000000000003,124,6
580113,422.52,150,21
580114,289.52,240,14
580115,7225.78,1988,645
580116,1274.69,1101,19
580117,362.91,153,10
580118,393.91999999999996,228,14
580119,187.78,66,40
580120,277.02,169,10
580123,890.0,218,4
580124,361.97,176,14
580125,313.5,116,10
580126,654.37,323,22
580127,309.2,257,19
580128,385.75,147,41
580129,634.21,447,37
580130,122.46,106,8
580132,464.88,136,6
580133,477.33,253,38
580134,308.06,194,15
580135,130.29,73,16
580136,618.51,332,121
580137,474.95,220,81
580138,188.76,60,3
580139,157.54,70,5
580140,849.24,421,42
580141,25.200000000000003,12,1
580142,51.18,22,3
580143,323.52,124,10
580144,179.4,85,6
580146,4992.68,1086,72
580147,713.78,192,12
580148,862.49,114,69
580149,5.45,1,1
580150,16.53,3,2
580151,168.48000000000002,77,12
580152,310.32,502,27
580153,1436.93,1032,48
580154,67.0,9,4
580155,429.06000000000006,214,6
580156,620.0600000000001,146,18
580157,22.939999999999998,10,7
580158,269.96,196,11
580159,77.50000000000001,38,2
580160,1314.75,701,57
580162,213.1,126,49
580163,273.78000000000003,118,13
580164,676.2,256,23
580166,312.64,76,5
580167,989.08,880,17
580169,81.36,24,1
580170,720.0,1000,1
580172,129.36,24,1
580173,77.84,28,5
580175,62.5,50,1
580176,388.36,184,6
580177,24.96,12,1
580178,1852.68,988,16
580188,975.43,510,80
580189,237.6,48,1
580193,301.63,70,24
580208,156.4,48,9
580213,154.97,79,7
580214,42.36,24,2
580221,312.1,160,15
580235,360.0,288,1
580243,1187.2,1120,1
580256,536.77,242,45
580257,92.5,50,1
580258,672.8,514,6
580259,189.18,126,7
580260,386.34000000000003,212,47
580261,78.45,15,3
580262,370.94,314,19
580264,232.0,160,1
580265,144.0,51,4
580272,518.66,389,94
580276,227.12,155,51
580277,121.11000000000001,47,5
580278,171.42000000000002,63,32
580279,1129.84,686,53
580280,318.06,110,8
580281,198.76,81,5
580282,201.85999999999999,76,13
580283,309.84,292,21
580284,251.69,58,18
580285,85.1,14,3
580286,176.88,74,11
580287,108.33,37,21
580288,129.17000000000002,57,8
580289,794.86,433,30
580290,202.2,172,32
580291,538.46,410,41
580292,264.99,109,5
580293,72.43,70,20
580294,271.99,137,21
580295,113.78999999999999,52,29
580296,243.73000000000002,145,48
580297,3404.0,1744,8
580298,459.86,469,31
580299,310.93,183,15
580300,13.95,9,1
580301,192.08,124,11
580302,16.5,2,1
580303,135.0,84,4
580304,863.77,369,47
580305,341.34,209,106
580306,435.0,196,22
580307,40.33,51,15
580308,240.22,138,15
580309,433.12,172,13
580310,35.400000000000006,12,2
580311,894.25,460,55
580314,20.11,55,6
580315,40.8,48,1
580316,660.84,168,21
580317,584.52,278,25
580318,629.37,295,34
580319,310.18,338,14
580320,462.5,252,20
580321,50.400000000000006,24,2
580322,418.0,304,11
580331,204.0,48,1
580351,95.85000000000001,51,5
580355,411.32,276,7
580356,15.0,2,1
580357,945.13,544,26
580358,495.95,179,47
580360,515.7,278,27
580361,15.0,12,1
580362,247.10000000000002,86,13
580363,2685.0,1500,1
580364,234.88,316,16
580366,198.26,72,42
580367,6821.21,1872,650
580368,39.6,24,1
580369,59.21,19,12
580370,209.52000000000004,120,3
580371,104.0,50,1
580372,110.73,91,10
580373,310.99,228,15
580374,492.85,213,19
580375,507.12,146,9
580384,331.28,229,15
580385,271.84,57,20
580386,188.9,50,10
580387,116.39000000000001,41,6
580388,138.35,73,7
580389,297.73,119,18
580393,149.81,95,20
580394,207.76,152,6
580395,339.45,294,18
580396,207.28,90,51
580397,122.67999999999999,69,36
580398,75.84,120,3
580399,863.2,525,133
580400,246.16000000000003,86,15
580401,304.8,84,12
580402,655.75,326,37
580403,763.72,143,43
580404,285.44,192,18
580405,262.68,72,15
580419,240.67000000000002,149,17
580431,163.62,111,5
580432,486.22,418,15
580434,85.04,37,21
580436,186.96,44,3
580438,111.45,47,5
580441,229.16,114,13
580460,52.09,44,9
580468,106.05,77,35
580469,245.24,199,89
580482,421.87,206,73
580490,635.6800000000001,311,10
580500,1067.33,418,60
580501,495.83,231,71
580502,411.44,333,82
580503,153.55,50,20
580504,380.13,257,72
580505,285.58,258,37
580506,309.1,128,9
580508,36.6,20,15
580509,361.35,212,21
580511,697.7,290,28
580512,389.62,180,19
580513,382.96,534,117
580514,334.7,159,26
580515,103.24,244,12
580516,279.37,271,61
580517,557.2,200,15
580518,442.3,298,14
580519,4171.41,938,64
580520,428.45,246,120
580521,7.95,1,1
580523,406.86,283,61
580524,164.68,90,11
580525,231.99999999999997,120,4
580526,593.75,356,31
580527,372.27,268,114
580528,773.54,534,30
580529,124.01,24,15
580530,118.5,90,5
580531,92.55000000000001,34,4
580532,587.9200000000001,248,6
580533,96.3,18,1
580534,208.24,75,8
580535,126.12,43,7
580536,462.3,255,26
580537,29.51,16,10
580538,316.78000000000003,202,8
580539,310.73,267,22
580540,404.83,90,18
580541,778.04,632,53
580542,52.019999999999996,18,3
580543,578.72,286,23
580544,391.46000000000004,238,25
580545,252.25,128,14
580548,69.0,7,4
580550,369.44,448,30
580552,194.98,94,10
580553,615.28,408,21
580554,286.8,88,2
580555,512.0,185,13
580556,121.8,44,2
580557,75.4,34,4
580558,198.4,60,5
580559,202.95000000000002,96,9
580595,484.1,224,22
580596,304.41,207,15
580598,323.1,170,9
580599,325.74,283,22
580600,146.01,147,28
580601,5.0,4,1
580602,116.84,140,7
580603,380.6,348,19
580606,60.400000000000006,32,2
580607,202.62,156,7
580608,232.3,84,10
580610,7574.48,948,271
580611,322.36,258,101
580612,7000.88,852,253
580613,755.12,322,50
580614,52.74000000000001,18,2
580615,1854.83,1005,78
580619,215.35,470,29
580622,247.06,85,10
580630,535.1,523,13
580631,110.86,170,6
580632,762.94,495,141
580633,178.04,128,33
580634,297.48,192,9
580635,507.41,347,82
580636,449.92,654,36
580637,167.8,138,43
580638,147.01,92,7
580639,102.13,101,57
580640,185.7,145,90
580642,108.46000000000001,34,2
580643,326.05,161,17
580644,349.02,239,42
580645,1931.6,879,3
580646,1048.0,1600,2
580647,446.57,321,72
580648,215.25,147,13
580650,353.78000000000003,458,25
580651,102.99000000000001,81,6
580652,2430.08,3920,33
580653,775.84,322,21
580654,107.13,82,33
580655,22.049999999999997,25,4
580656,235.57,123,8
580657,300.54,191,20
580658,224.04000000000002,122,5
580659,151.89999999999998,79,21
580660,918.1600000000001,608,38
580661,108.69,53,17
580662,479.58,334,7
580663,12.5,10,1
580664,248.08,170,25
580665,5401.98,4732,29
580666,81.6,32,1
580667,160.58,55,32
580668,5.48,4,4
580669,1352.48,618,39
580670,210.9,97,9
580671,378.36,444,19
580672,303.29,236,83
580673,3705.48,1892,71
580674,4.97,7,3
580675,1186.48,598,41
580676,117.98,41,20
580677,518.3,285,114
580678,120.03,157,46
580679,318.45,191,14
580680,591.01,305,15
580681,111.36,44,4
580682,186.12,228,16
